Date Time_x, Water Level_x, Sigma_x,Flag_x, F_x, R_x, L_x, Quality _x,Date,Time_x,Date Time_y, Water Level_y, Sigma_y,Flag_y, F_y, R_y, L_y, Quality _y,Time_y
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 03:36:00-04:00,3.376,0.014,0,0,0,0,v,03:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 03:42:00-04:00,3.311,0.019,0,0,0,0,v,03:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 03:48:00-04:00,3.314,0.021,0,0,0,0,v,03:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 03:54:00-04:00,3.314,0.009,0,0,0,0,v,03:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:00:00-04:00,3.242,0.009,0,0,0,0,v,04:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:06:00-04:00,3.16,0.012,0,0,0,0,v,04:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:12:00-04:00,3.051,0.009,0,0,0,0,v,04:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:18:00-04:00,2.963,0.007,0,0,0,0,v,04:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:24:00-04:00,2.848,0.009,0,0,0,0,v,04:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:30:00-04:00,2.753,0.009,0,0,0,0,v,04:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:36:00-04:00,2.644,0.007,0,0,0,0,v,04:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:42:00-04:00,2.566,0.007,0,0,0,0,v,04:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:48:00-04:00,2.484,0.009,0,0,0,0,v,04:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 04:54:00-04:00,2.415,0.007,0,0,0,0,v,04:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:00:00-04:00,2.349,0.007,0,0,0,0,v,05:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:06:00-04:00,2.198,0.009,0,0,0,0,v,05:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:12:00-04:00,2.077,0.007,0,0,0,0,v,05:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:18:00-04:00,1.949,0.01,0,0,0,0,v,05:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:24:00-04:00,1.873,0.009,0,0,0,0,v,05:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:30:00-04:00,1.798,0.009,0,0,0,0,v,05:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:36:00-04:00,1.667,0.008,0,0,0,0,v,05:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:42:00-04:00,1.519,0.011,0,0,0,0,v,05:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:48:00-04:00,1.411,0.015,0,0,0,0,v,05:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 05:54:00-04:00,1.28,0.015,0,0,0,0,v,05:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:00:00-04:00,1.063,0.012,0,0,0,0,v,06:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:06:00-04:00,0.955,0.015,0,0,0,0,v,06:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:12:00-04:00,0.833,0.012,0,0,0,0,v,06:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:18:00-04:00,0.686,0.025,0,0,0,0,v,06:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:24:00-04:00,0.584,0.007,0,0,0,0,v,06:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:30:00-04:00,0.472,0.008,0,0,0,0,v,06:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:36:00-04:00,0.39,0.007,0,0,0,0,v,06:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:42:00-04:00,0.243,0.016,0,0,0,0,v,06:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:48:00-04:00,0.092,0.021,0,0,0,0,v,06:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 06:54:00-04:00,-0.056,0.018,0,0,0,0,v,06:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:00:00-04:00,-0.18,0.01,0,0,0,0,v,07:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:06:00-04:00,-0.312,0.013,0,0,0,0,v,07:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:12:00-04:00,-0.453,0.014,0,0,0,0,v,07:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:18:00-04:00,-0.581,0.011,0,0,0,0,v,07:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:24:00-04:00,-0.646,0.02,0,0,0,0,v,07:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:30:00-04:00,-0.797,0.009,0,0,0,0,v,07:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:36:00-04:00,-0.886,0.008,0,0,0,0,v,07:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:42:00-04:00,-0.958,0.009,0,0,0,0,v,07:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:48:00-04:00,-1.053,0.007,0,0,0,0,v,07:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 07:54:00-04:00,-1.191,0.009,0,0,0,0,v,07:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:00:00-04:00,-1.253,0.007,0,0,0,0,v,08:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:06:00-04:00,-1.355,0.009,0,0,0,0,v,08:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:12:00-04:00,-1.421,0.008,0,0,0,0,v,08:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:18:00-04:00,-1.47,0.006,0,0,0,0,v,08:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:24:00-04:00,-1.539,0.006,0,0,0,0,v,08:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:30:00-04:00,-1.565,0.005,0,0,0,0,v,08:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:36:00-04:00,-1.595,0.005,0,0,0,0,v,08:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:42:00-04:00,-1.562,0.004,0,0,0,0,v,08:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:48:00-04:00,-1.558,0.004,0,0,0,0,v,08:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 08:54:00-04:00,-1.532,0.004,0,0,0,0,v,08:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:00:00-04:00,-1.506,0.004,0,0,0,0,v,09:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:06:00-04:00,-1.496,0.004,0,0,0,0,v,09:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:12:00-04:00,-1.513,0.005,0,0,0,0,v,09:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:18:00-04:00,-1.473,0.013,0,0,0,0,v,09:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:24:00-04:00,-1.437,0.01,0,0,0,0,v,09:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:30:00-04:00,-1.431,0.008,0,0,0,0,v,09:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:36:00-04:00,-1.421,0.007,0,0,0,0,v,09:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:42:00-04:00,-1.362,0.007,0,0,0,0,v,09:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:48:00-04:00,-1.319,0.008,0,0,0,0,v,09:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 09:54:00-04:00,-1.26,0.005,0,0,0,0,v,09:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:00:00-04:00,-1.214,0.005,0,0,0,0,v,10:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:06:00-04:00,-1.112,0.009,0,0,0,0,v,10:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:12:00-04:00,-1.05,0.008,0,0,0,0,v,10:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:18:00-04:00,-0.922,0.007,0,0,0,0,v,10:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:24:00-04:00,-0.804,0.006,0,0,0,0,v,10:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:30:00-04:00,-0.722,0.009,0,0,0,0,v,10:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:36:00-04:00,-0.607,0.007,0,0,0,0,v,10:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:42:00-04:00,-0.522,0.006,0,0,0,0,v,10:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:48:00-04:00,-0.42,0.018,0,0,0,0,v,10:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 10:54:00-04:00,-0.338,0.013,0,0,0,0,v,10:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:00:00-04:00,-0.22,0.012,0,0,0,0,v,11:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:06:00-04:00,-0.105,0.01,0,0,0,0,v,11:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:12:00-04:00,0.013,0.01,0,0,0,0,v,11:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:18:00-04:00,0.095,0.012,0,0,0,0,v,11:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:24:00-04:00,0.243,0.01,0,0,0,0,v,11:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:30:00-04:00,0.361,0.007,0,0,0,0,v,11:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:36:00-04:00,0.486,0.009,0,0,0,0,v,11:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:42:00-04:00,0.604,0.008,0,0,0,0,v,11:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:48:00-04:00,0.771,0.01,0,0,0,0,v,11:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 11:54:00-04:00,0.896,0.008,0,0,0,0,v,11:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:00:00-04:00,1.056,0.009,0,0,0,0,v,12:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:06:00-04:00,1.221,0.008,0,0,0,0,v,12:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:12:00-04:00,1.352,0.011,0,0,0,0,v,12:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:18:00-04:00,1.493,0.009,0,0,0,0,v,12:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:24:00-04:00,1.598,0.007,0,0,0,0,v,12:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:30:00-04:00,1.709,0.008,0,0,0,0,v,12:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:36:00-04:00,1.867,0.011,0,0,0,0,v,12:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:42:00-04:00,2.001,0.01,0,0,0,0,v,12:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:48:00-04:00,2.12,0.009,0,0,0,0,v,12:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 12:54:00-04:00,2.27,0.01,0,0,0,0,v,12:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:00:00-04:00,2.408,0.011,0,0,0,0,v,13:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:06:00-04:00,2.549,0.009,0,0,0,0,v,13:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:12:00-04:00,2.69,0.01,0,0,0,0,v,13:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:18:00-04:00,2.812,0.009,0,0,0,0,v,13:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:24:00-04:00,2.969,0.011,0,0,0,0,v,13:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:30:00-04:00,3.081,0.011,0,0,0,0,v,13:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:36:00-04:00,3.206,0.011,0,0,0,0,v,13:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:42:00-04:00,3.307,0.011,0,0,0,0,v,13:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:48:00-04:00,3.416,0.013,0,0,0,0,v,13:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 13:54:00-04:00,3.524,0.011,0,0,0,0,v,13:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:00:00-04:00,3.603,0.009,0,0,0,0,v,14:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:06:00-04:00,3.685,0.012,0,0,0,0,v,14:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:12:00-04:00,3.724,0.011,0,0,0,0,v,14:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:18:00-04:00,3.829,0.012,0,0,0,0,v,14:18:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:24:00-04:00,3.855,0.014,0,0,0,0,v,14:24:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:30:00-04:00,3.881,0.013,0,0,0,0,v,14:30:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:36:00-04:00,3.98,0.016,0,0,0,0,v,14:36:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:42:00-04:00,4.029,0.014,0,0,0,0,v,14:42:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:48:00-04:00,4.091,0.017,0,0,0,0,v,14:48:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 14:54:00-04:00,4.154,0.017,0,0,0,0,v,14:54:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 15:00:00-04:00,4.187,0.012,0,0,0,0,v,15:00:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 15:06:00-04:00,4.193,0.012,0,0,0,0,v,15:06:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 15:12:00-04:00,4.203,0.012,0,0,0,0,v,15:12:00
2016-05-05 17:36:00-04:00,4.534,0.002,0,0,0,0,v,2016-05-05,17:36:00,2016-05-05 15:18:00-04:00,4.232,0.011,0,0,0,0,v,15:18:00
