Date Time,Water Level
2016-06-18 18:06:00-04:00,3.363
2016-06-19 18:42:00-04:00,3.238
2016-06-20 19:30:00-04:00,3.281
2016-06-21 07:54:00-04:00,2.493
2016-06-21 20:18:00-04:00,3.465
2016-06-22 20:54:00-04:00,3.356
2016-06-23 21:24:00-04:00,3.524
2016-06-24 22:12:00-04:00,3.402
2016-06-25 23:00:00-04:00,3.379
2016-06-26 23:54:00-04:00,3.173
2016-06-28 01:00:00-04:00,3.235
2016-06-29 14:36:00-04:00,2.995
2016-06-30 15:42:00-04:00,3.419
2016-07-01 16:36:00-04:00,3.652
2016-07-02 17:48:00-04:00,3.251
2016-07-03 18:30:00-04:00,3.481
2016-07-04 19:18:00-04:00,3.668
2016-07-05 07:42:00-04:00,2.674
2016-07-05 20:12:00-04:00,3.589
2016-07-06 20:54:00-04:00,3.573
2016-07-07 21:42:00-04:00,3.461
2016-07-08 22:30:00-04:00,3.796
2016-07-09 23:06:00-04:00,3.52
2016-07-11 12:30:00-04:00,3.018
2016-07-12 13:24:00-04:00,3.179
2016-07-13 14:06:00-04:00,3.058
2016-07-14 15:06:00-04:00,2.995
2016-07-15 15:54:00-04:00,2.838
2016-07-16 16:36:00-04:00,3.123
2016-07-17 17:36:00-04:00,3.169
2016-07-18 18:12:00-04:00,3.091
2016-07-19 19:06:00-04:00,3.307
2016-07-20 19:54:00-04:00,3.425
2016-07-21 08:00:00-04:00,2.644
2016-07-21 20:30:00-04:00,3.415
2016-07-22 21:12:00-04:00,3.163
2016-07-23 22:06:00-04:00,3.225
2016-07-24 22:48:00-04:00,3.428
2016-07-26 12:12:00-04:00,3.123
2016-07-27 13:12:00-04:00,3.327
2016-07-28 14:24:00-04:00,3.481
2016-07-29 15:42:00-04:00,3.701
2016-07-30 16:12:00-04:00,3.944
2016-07-31 17:24:00-04:00,3.714
2016-08-01 18:24:00-04:00,3.891
2016-08-02 19:12:00-04:00,4.091
2016-08-03 19:42:00-04:00,3.881
2016-08-04 08:12:00-04:00,3.14
2016-08-04 20:30:00-04:00,3.573
2016-08-05 21:12:00-04:00,3.442
2016-08-06 21:48:00-04:00,2.972
2016-08-07 22:36:00-04:00,2.966
2016-08-09 11:48:00-04:00,2.887
2016-08-10 12:42:00-04:00,2.69
2016-08-11 13:30:00-04:00,2.559
2016-08-12 14:24:00-04:00,2.621
2016-08-13 15:24:00-04:00,2.972
2016-08-14 16:12:00-04:00,3.212
2016-08-15 17:00:00-04:00,3.317
2016-08-16 17:48:00-04:00,3.622
2016-08-17 18:42:00-04:00,3.274
2016-08-18 19:30:00-04:00,3.661
2016-08-19 07:36:00-04:00,3.14
2016-08-19 20:06:00-04:00,3.793
2016-08-20 20:48:00-04:00,3.973
2016-08-21 21:30:00-04:00,3.451
2016-08-23 10:54:00-04:00,3.245
2016-08-24 12:00:00-04:00,3.038
2016-08-25 13:00:00-04:00,3.264
2016-08-26 14:00:00-04:00,2.884
2016-08-27 15:18:00-04:00,3.445
2016-08-28 16:18:00-04:00,3.602
2016-08-29 17:06:00-04:00,3.438
2016-08-30 18:00:00-04:00,3.451
2016-08-31 18:48:00-04:00,3.757
2016-09-01 19:12:00-04:00,3.451
2016-09-02 07:54:00-04:00,2.933
2016-09-03 08:36:00-04:00,3.714
2016-09-03 20:48:00-04:00,3.72
2016-09-04 21:30:00-04:00,3.95
2016-09-06 10:24:00-04:00,3.881
2016-09-07 11:00:00-04:00,3.488
2016-09-08 11:42:00-04:00,3.235
2016-09-09 12:30:00-04:00,2.972
2016-09-10 13:30:00-04:00,3.169
2016-09-11 14:36:00-04:00,2.556
2016-09-12 15:36:00-04:00,3.383
2016-09-13 16:24:00-04:00,3.635
2016-09-14 17:18:00-04:00,3.435
2016-09-15 18:18:00-04:00,3.793
2016-09-16 18:54:00-04:00,3.871
2016-09-17 19:42:00-04:00,3.848
2016-09-18 08:06:00-04:00,3.563
2016-09-19 09:00:00-04:00,3.76
2016-09-20 09:42:00-04:00,3.422
2016-09-21 10:42:00-04:00,3.406
2016-09-22 11:48:00-04:00,3.412
2016-09-23 12:36:00-04:00,3.419
2016-09-24 14:06:00-04:00,3.484
2016-09-25 14:48:00-04:00,3.402
2016-09-26 15:54:00-04:00,3.609
2016-09-27 16:48:00-04:00,3.383
2016-09-28 17:54:00-04:00,4.035
2016-09-29 18:36:00-04:00,4.606
2016-09-30 06:54:00-04:00,4.199
2016-10-01 07:24:00-04:00,4.183
2016-10-02 07:54:00-04:00,3.645
2016-10-03 08:24:00-04:00,3.527
2016-10-04 09:06:00-04:00,3.514
2016-10-05 09:48:00-04:00,3.668
2016-10-06 10:18:00-04:00,3.209
2016-10-07 11:06:00-04:00,3.094
2016-10-08 11:48:00-04:00,2.953
2016-10-09 00:00:00-04:00,2.087
2016-10-10 14:06:00-04:00,2.949
2016-10-11 14:54:00-04:00,3.225
2016-10-12 15:54:00-04:00,3.556
2016-10-13 16:42:00-04:00,3.415
2016-10-14 17:42:00-04:00,3.484
2016-10-15 18:36:00-04:00,3.661
2016-10-16 07:06:00-04:00,3.809
2016-10-17 07:54:00-04:00,3.799
2016-10-18 08:42:00-04:00,3.927
2016-10-19 09:36:00-04:00,3.678
2016-10-20 10:30:00-04:00,3.648
2016-10-21 11:18:00-04:00,3.947
2016-10-22 12:18:00-04:00,2.034
2016-10-23 13:48:00-04:00,1.713
2016-10-24 14:30:00-04:00,1.631
2016-10-25 03:06:00-04:00,1.673
2016-10-26 03:54:00-04:00,2.408
2016-10-27 17:00:00-04:00,3.343
2016-10-28 17:54:00-04:00,2.244
2016-10-29 18:24:00-04:00,2.956
2016-10-30 07:00:00-04:00,2.861
2016-10-31 07:42:00-04:00,2.792
2016-11-01 08:00:00-04:00,3.432
2016-11-02 08:36:00-04:00,3.133
2016-11-03 09:00:00-04:00,2.995
2016-11-04 10:12:00-04:00,2.585
2016-11-05 10:30:00-04:00,2.982
2016-11-06 10:24:00-05:00,2.028
2016-11-07 11:30:00-05:00,3.005
2016-11-08 12:12:00-05:00,3.392
2016-11-09 13:18:00-05:00,3.123
2016-11-10 14:36:00-05:00,3.031
2016-11-11 02:42:00-05:00,2.792
2016-11-12 16:24:00-05:00,2.72
2016-11-13 04:42:00-05:00,2.808
2016-11-14 05:54:00-05:00,2.877
2016-11-15 06:36:00-05:00,3.471
2016-11-16 07:24:00-05:00,3.704
2016-11-17 08:18:00-05:00,3.081
2016-11-18 09:12:00-05:00,3.373
2016-11-19 10:24:00-05:00,3.993
2016-11-20 11:00:00-05:00,0.518
2016-11-21 00:06:00-05:00,-0.538
2016-11-22 01:06:00-05:00,0.318
2016-11-23 01:54:00-05:00,1.709
2016-11-24 02:30:00-05:00,2.572
2016-11-25 03:18:00-05:00,2.703
2016-11-26 04:00:00-05:00,2.595
2016-11-27 04:42:00-05:00,2.461
2016-11-28 05:24:00-05:00,3.091
2016-11-29 06:24:00-05:00,3.107
2016-11-30 06:54:00-05:00,2.89
2016-12-01 07:18:00-05:00,2.979
2016-12-02 07:54:00-05:00,2.356
2016-12-03 08:24:00-05:00,1.073
2016-12-04 09:18:00-05:00,2.799
2016-12-05 09:42:00-05:00,3.064
2016-12-06 10:48:00-05:00,3.245
2016-12-06 23:36:00-05:00,3.297
2016-12-08 00:24:00-05:00,3.012
2016-12-09 01:36:00-05:00,1.411
2016-12-10 14:48:00-05:00,1.942
2016-12-11 16:00:00-05:00,2.717
2016-12-12 04:12:00-05:00,3.451
2016-12-13 05:36:00-05:00,3.048
2016-12-14 06:12:00-05:00,3.314
2016-12-15 06:30:00-05:00,1.368
2016-12-16 08:18:00-05:00,1.972
2016-12-17 08:36:00-05:00,2.946
2016-12-18 09:30:00-05:00,2.677
2016-12-19 10:42:00-05:00,1.673
2016-12-20 11:18:00-05:00,2.27
2016-12-20 23:48:00-05:00,2.251
2016-12-22 01:06:00-05:00,2.395
2016-12-23 01:48:00-05:00,1.909
2016-12-24 02:42:00-05:00,2.612
2016-12-25 03:30:00-05:00,2.195
2016-12-26 04:24:00-05:00,2.47
2016-12-27 04:48:00-05:00,2.982
2016-12-28 05:48:00-05:00,2.149
2016-12-29 06:24:00-05:00,3.346
2016-12-30 06:36:00-05:00,2.267
2016-12-31 07:42:00-05:00,2.438
