Date Time,Water Level,SiteID,Source,Date,Time,Identifier
2019-02-22 08:24:00-05:00,3.297,8551910,NOAA,2019-02-22,08:24:00,8551910-2019-28
2019-02-23 09:06:00-05:00,3.307,8551910,NOAA,2019-02-23,09:06:00,8551910-2019-29
2019-02-24 10:00:00-05:00,3.704,8551910,NOAA,2019-02-24,10:00:00,8551910-2019-30
2019-02-24 22:12:00-05:00,2.753,8551910,NOAA,2019-02-24,22:12:00,8551910-2019-31
2019-02-25 23:42:00-05:00,0.938,8551910,NOAA,2019-02-25,23:42:00,8551910-2019-32
2019-02-27 01:00:00-05:00,2.339,8551910,NOAA,2019-02-27,01:00:00,8551910-2019-33
2019-02-28 01:30:00-05:00,2.959,8551910,NOAA,2019-02-28,01:30:00,8551910-2019-34
2019-03-01 02:12:00-05:00,3.291,8551910,NOAA,2019-03-01,02:12:00,8551910-2019-35
2019-03-02 03:24:00-05:00,3.369,8551910,NOAA,2019-03-02,03:24:00,8551910-2019-36
2019-03-03 04:06:00-05:00,3.547,8551910,NOAA,2019-03-03,04:06:00,8551910-2019-37
2019-03-04 04:30:00-05:00,3.353,8551910,NOAA,2019-03-04,04:30:00,8551910-2019-38
2019-03-05 05:42:00-05:00,3.232,8551910,NOAA,2019-03-05,05:42:00,8551910-2019-39
2019-03-06 06:24:00-05:00,2.136,8551910,NOAA,2019-03-06,06:24:00,8551910-2019-40
2019-03-07 06:48:00-05:00,2.671,8551910,NOAA,2019-03-07,06:48:00,8551910-2019-41
2019-03-08 07:24:00-05:00,2.904,8551910,NOAA,2019-03-08,07:24:00,8551910-2019-42
2019-03-08 19:36:00-05:00,2.815,8551910,NOAA,2019-03-08,19:36:00,8551910-2019-43
2019-03-10 09:18:00-04:00,3.399,8551910,NOAA,2019-03-10,09:18:00,8551910-2019-44
2019-03-10 21:36:00-04:00,3.488,8551910,NOAA,2019-03-10,21:36:00,8551910-2019-45
2019-03-11 22:18:00-04:00,2.346,8551910,NOAA,2019-03-11,22:18:00,8551910-2019-46
2019-03-13 11:48:00-04:00,2.753,8551910,NOAA,2019-03-13,11:48:00,8551910-2019-47
2019-03-14 00:06:00-04:00,2.972,8551910,NOAA,2019-03-14,00:06:00,8551910-2019-48
2019-03-15 01:06:00-04:00,3.228,8551910,NOAA,2019-03-15,01:06:00,8551910-2019-49
2019-03-16 02:24:00-04:00,2.001,8551910,NOAA,2019-03-16,02:24:00,8551910-2019-50
2019-03-17 03:42:00-04:00,2.585,8551910,NOAA,2019-03-17,03:42:00,8551910-2019-51
2019-03-18 04:42:00-04:00,3.317,8551910,NOAA,2019-03-18,04:42:00,8551910-2019-52
2019-03-19 05:36:00-04:00,3.048,8551910,NOAA,2019-03-19,05:36:00,8551910-2019-53
2019-03-20 19:00:00-04:00,3.353,8551910,NOAA,2019-03-20,19:00:00,8551910-2019-54
2019-03-21 19:36:00-04:00,4.797,8551910,NOAA,2019-03-21,19:36:00,8551910-2019-55
2019-03-22 08:24:00-04:00,2.254,8551910,NOAA,2019-03-22,08:24:00,8551910-2019-56
2019-03-22 20:18:00-04:00,2.864,8551910,NOAA,2019-03-22,20:18:00,8551910-2019-57
2019-03-23 21:30:00-04:00,2.431,8551910,NOAA,2019-03-23,21:30:00,8551910-2019-58
2019-03-24 22:12:00-04:00,3.123,8551910,NOAA,2019-03-24,22:12:00,8551910-2019-59
2019-03-25 23:00:00-04:00,3.15,8551910,NOAA,2019-03-25,23:00:00,8551910-2019-60
2019-03-26 23:36:00-04:00,3.045,8551910,NOAA,2019-03-26,23:36:00,8551910-2019-61
2019-03-28 00:36:00-04:00,3.015,8551910,NOAA,2019-03-28,00:36:00,8551910-2019-62
2019-03-29 01:48:00-04:00,2.867,8551910,NOAA,2019-03-29,01:48:00,8551910-2019-63
2019-03-30 02:54:00-04:00,2.9,8551910,NOAA,2019-03-30,02:54:00,8551910-2019-64
2019-03-31 03:48:00-04:00,3.389,8551910,NOAA,2019-03-31,03:48:00,8551910-2019-65
2019-04-01 17:12:00-04:00,1.932,8551910,NOAA,2019-04-01,17:12:00,8551910-2019-66
2019-04-02 05:24:00-04:00,2.982,8551910,NOAA,2019-04-02,05:24:00,8551910-2019-67
2019-04-03 06:12:00-04:00,3.173,8551910,NOAA,2019-04-03,06:12:00,8551910-2019-68
2019-04-04 06:42:00-04:00,2.825,8551910,NOAA,2019-04-04,06:42:00,8551910-2019-69
2019-04-05 19:42:00-04:00,2.697,8551910,NOAA,2019-04-05,19:42:00,8551910-2019-70
2019-04-06 07:54:00-04:00,2.493,8551910,NOAA,2019-04-06,07:54:00,8551910-2019-71
2019-04-06 20:12:00-04:00,3.012,8551910,NOAA,2019-04-06,20:12:00,8551910-2019-72
2019-04-07 20:42:00-04:00,3.392,8551910,NOAA,2019-04-07,20:42:00,8551910-2019-73
2019-04-09 09:48:00-04:00,3.392,8551910,NOAA,2019-04-09,09:48:00,8551910-2019-74
2019-04-09 21:48:00-04:00,3.698,8551910,NOAA,2019-04-09,21:48:00,8551910-2019-75
2019-04-10 22:48:00-04:00,3.524,8551910,NOAA,2019-04-10,22:48:00,8551910-2019-76
2019-04-11 23:42:00-04:00,3.366,8551910,NOAA,2019-04-11,23:42:00,8551910-2019-77
2019-04-13 00:48:00-04:00,3.533,8551910,NOAA,2019-04-13,00:48:00,8551910-2019-78
2019-04-14 02:06:00-04:00,3.166,8551910,NOAA,2019-04-14,02:06:00,8551910-2019-79
2019-04-15 03:00:00-04:00,3.96,8551910,NOAA,2019-04-15,03:00:00,8551910-2019-80
2019-04-16 16:54:00-04:00,2.867,8551910,NOAA,2019-04-16,16:54:00,8551910-2019-81
2019-04-16 16:54:00-04:00,2.867,8551910,NOAA,2019-04-16,16:54:00,8551910-2019-82
2019-04-17 17:48:00-04:00,3.688,8551910,NOAA,2019-04-17,17:48:00,8551910-2019-83
2019-04-18 18:36:00-04:00,4.383,8551910,NOAA,2019-04-18,18:36:00,8551910-2019-84
2019-04-19 19:30:00-04:00,4.491,8551910,NOAA,2019-04-19,19:30:00,8551910-2019-85
2019-04-20 07:42:00-04:00,4.298,8551910,NOAA,2019-04-20,07:42:00,8551910-2019-86
2019-04-20 20:06:00-04:00,4.249,8551910,NOAA,2019-04-20,20:06:00,8551910-2019-87
2019-04-21 20:54:00-04:00,3.944,8551910,NOAA,2019-04-21,20:54:00,8551910-2019-88
2019-04-22 21:42:00-04:00,3.953,8551910,NOAA,2019-04-22,21:42:00,8551910-2019-89
2019-04-23 22:24:00-04:00,3.907,8551910,NOAA,2019-04-23,22:24:00,8551910-2019-90
2019-04-24 23:06:00-04:00,3.56,8551910,NOAA,2019-04-24,23:06:00,8551910-2019-91
2019-04-26 00:00:00-04:00,3.596,8551910,NOAA,2019-04-26,00:00:00,8551910-2019-92
2019-04-27 01:12:00-04:00,2.343,8551910,NOAA,2019-04-27,01:12:00,8551910-2019-93
2019-04-28 01:48:00-04:00,3.018,8551910,NOAA,2019-04-28,01:48:00,8551910-2019-94
2019-04-29 02:48:00-04:00,2.799,8551910,NOAA,2019-04-29,02:48:00,8551910-2019-95
2019-04-30 16:30:00-04:00,3.166,8551910,NOAA,2019-04-30,16:30:00,8551910-2019-96
2019-05-01 16:54:00-04:00,2.989,8551910,NOAA,2019-05-01,16:54:00,8551910-2019-97
2019-05-02 17:48:00-04:00,3.261,8551910,NOAA,2019-05-02,17:48:00,8551910-2019-98
2019-05-03 18:18:00-04:00,3.711,8551910,NOAA,2019-05-03,18:18:00,8551910-2019-99
2019-05-04 19:06:00-04:00,3.875,8551910,NOAA,2019-05-04,19:06:00,8551910-2019-100
2019-05-05 19:42:00-04:00,4.203,8551910,NOAA,2019-05-05,19:42:00,8551910-2019-101
2019-05-06 07:54:00-04:00,3.596,8551910,NOAA,2019-05-06,07:54:00,8551910-2019-102
2019-05-06 20:12:00-04:00,4.495,8551910,NOAA,2019-05-06,20:12:00,8551910-2019-103
2019-05-07 21:00:00-04:00,4.035,8551910,NOAA,2019-05-07,21:00:00,8551910-2019-104
2019-05-08 21:54:00-04:00,3.816,8551910,NOAA,2019-05-08,21:54:00,8551910-2019-105
2019-05-09 22:42:00-04:00,3.963,8551910,NOAA,2019-05-09,22:42:00,8551910-2019-106
2019-05-10 23:36:00-04:00,3.53,8551910,NOAA,2019-05-10,23:36:00,8551910-2019-107
2019-05-12 00:54:00-04:00,3.842,8551910,NOAA,2019-05-12,00:54:00,8551910-2019-108
2019-05-13 02:00:00-04:00,4.413,8551910,NOAA,2019-05-13,02:00:00,8551910-2019-109
2019-05-14 02:54:00-04:00,4.505,8551910,NOAA,2019-05-14,02:54:00,8551910-2019-110
2019-05-15 16:30:00-04:00,4.357,8551910,NOAA,2019-05-15,16:30:00,8551910-2019-111
2019-05-16 17:30:00-04:00,4.311,8551910,NOAA,2019-05-16,17:30:00,8551910-2019-112
2019-05-17 18:12:00-04:00,4.213,8551910,NOAA,2019-05-17,18:12:00,8551910-2019-113
2019-05-18 19:06:00-04:00,4.341,8551910,NOAA,2019-05-18,19:06:00,8551910-2019-114
2019-05-19 19:48:00-04:00,4.337,8551910,NOAA,2019-05-19,19:48:00,8551910-2019-115
2019-05-20 08:12:00-04:00,3.238,8551910,NOAA,2019-05-20,08:12:00,8551910-2019-116
2019-05-20 20:24:00-04:00,3.766,8551910,NOAA,2019-05-20,20:24:00,8551910-2019-117
2019-05-21 21:18:00-04:00,3.435,8551910,NOAA,2019-05-21,21:18:00,8551910-2019-118
2019-05-22 22:00:00-04:00,3.681,8551910,NOAA,2019-05-22,22:00:00,8551910-2019-119
2019-05-23 22:42:00-04:00,3.402,8551910,NOAA,2019-05-23,22:42:00,8551910-2019-120
2019-05-24 23:42:00-04:00,3.35,8551910,NOAA,2019-05-24,23:42:00,8551910-2019-121
2019-05-26 00:06:00-04:00,3.553,8551910,NOAA,2019-05-26,00:06:00,8551910-2019-122
2019-05-27 01:30:00-04:00,2.871,8551910,NOAA,2019-05-27,01:30:00,8551910-2019-123
2019-05-28 14:30:00-04:00,3.658,8551910,NOAA,2019-05-28,14:30:00,8551910-2019-124
2019-05-29 15:06:00-04:00,3.448,8551910,NOAA,2019-05-29,15:06:00,8551910-2019-125
2019-05-30 16:06:00-04:00,4.186,8551910,NOAA,2019-05-30,16:06:00,8551910-2019-126
2019-05-31 17:00:00-04:00,4.062,8551910,NOAA,2019-05-31,17:00:00,8551910-2019-127
2019-06-01 17:48:00-04:00,4.268,8551910,NOAA,2019-06-01,17:48:00,8551910-2019-128
2019-06-02 18:06:00-04:00,4.314,8551910,NOAA,2019-06-02,18:06:00,8551910-2019-129
2019-06-03 19:18:00-04:00,3.74,8551910,NOAA,2019-06-03,19:18:00,8551910-2019-130
2019-06-04 07:42:00-04:00,3.058,8551910,NOAA,2019-06-04,07:42:00,8551910-2019-131
2019-06-04 20:06:00-04:00,4.17,8551910,NOAA,2019-06-04,20:06:00,8551910-2019-132
2019-06-05 20:54:00-04:00,3.888,8551910,NOAA,2019-06-05,20:54:00,8551910-2019-133
2019-06-06 21:42:00-04:00,3.911,8551910,NOAA,2019-06-06,21:42:00,8551910-2019-134
2019-06-07 22:30:00-04:00,4.016,8551910,NOAA,2019-06-07,22:30:00,8551910-2019-135
2019-06-08 23:30:00-04:00,3.983,8551910,NOAA,2019-06-08,23:30:00,8551910-2019-136
2019-06-10 00:36:00-04:00,3.848,8551910,NOAA,2019-06-10,00:36:00,8551910-2019-137
2019-06-11 01:18:00-04:00,3.455,8551910,NOAA,2019-06-11,01:18:00,8551910-2019-138
2019-06-12 15:24:00-04:00,3.963,8551910,NOAA,2019-06-12,15:24:00,8551910-2019-139
2019-06-13 16:24:00-04:00,4.432,8551910,NOAA,2019-06-13,16:24:00,8551910-2019-140
2019-06-14 17:24:00-04:00,3.258,8551910,NOAA,2019-06-14,17:24:00,8551910-2019-141
2019-06-15 17:54:00-04:00,3.77,8551910,NOAA,2019-06-15,17:54:00,8551910-2019-142
2019-06-16 18:54:00-04:00,3.54,8551910,NOAA,2019-06-16,18:54:00,8551910-2019-143
2019-06-17 19:36:00-04:00,3.858,8551910,NOAA,2019-06-17,19:36:00,8551910-2019-144
2019-06-18 07:54:00-04:00,3.232,8551910,NOAA,2019-06-18,07:54:00,8551910-2019-145
2019-06-18 20:06:00-04:00,3.852,8551910,NOAA,2019-06-18,20:06:00,8551910-2019-146
2019-06-19 21:00:00-04:00,4.236,8551910,NOAA,2019-06-19,21:00:00,8551910-2019-147
2019-06-20 21:30:00-04:00,3.98,8551910,NOAA,2019-06-20,21:30:00,8551910-2019-148
2019-06-21 22:12:00-04:00,3.743,8551910,NOAA,2019-06-21,22:12:00,8551910-2019-149
2019-06-22 22:42:00-04:00,3.399,8551910,NOAA,2019-06-22,22:42:00,8551910-2019-150
2019-06-23 23:36:00-04:00,3.284,8551910,NOAA,2019-06-23,23:36:00,8551910-2019-151
2019-06-25 00:24:00-04:00,3.652,8551910,NOAA,2019-06-25,00:24:00,8551910-2019-152
2019-06-26 13:42:00-04:00,3.245,8551910,NOAA,2019-06-26,13:42:00,8551910-2019-153
2019-06-27 14:36:00-04:00,3.278,8551910,NOAA,2019-06-27,14:36:00,8551910-2019-154
2019-06-28 15:30:00-04:00,3.589,8551910,NOAA,2019-06-28,15:30:00,8551910-2019-155
2019-06-29 16:12:00-04:00,3.507,8551910,NOAA,2019-06-29,16:12:00,8551910-2019-156
2019-06-30 17:30:00-04:00,3.917,8551910,NOAA,2019-06-30,17:30:00,8551910-2019-157
2019-07-01 18:06:00-04:00,4.232,8551910,NOAA,2019-07-01,18:06:00,8551910-2019-158
2019-07-02 18:54:00-04:00,4.209,8551910,NOAA,2019-07-02,18:54:00,8551910-2019-159
2019-07-03 19:54:00-04:00,4.242,8551910,NOAA,2019-07-03,19:54:00,8551910-2019-160
2019-07-04 08:12:00-04:00,3.451,8551910,NOAA,2019-07-04,08:12:00,8551910-2019-161
2019-07-04 20:42:00-04:00,4.281,8551910,NOAA,2019-07-04,20:42:00,8551910-2019-162
2019-07-05 21:24:00-04:00,4.108,8551910,NOAA,2019-07-05,21:24:00,8551910-2019-163
2019-07-06 22:18:00-04:00,3.671,8551910,NOAA,2019-07-06,22:18:00,8551910-2019-164
2019-07-07 23:12:00-04:00,4.134,8551910,NOAA,2019-07-07,23:12:00,8551910-2019-165
2019-07-09 00:06:00-04:00,3.793,8551910,NOAA,2019-07-09,00:06:00,8551910-2019-166
2019-07-10 14:00:00-04:00,3.583,8551910,NOAA,2019-07-10,14:00:00,8551910-2019-167
2019-07-11 14:54:00-04:00,4.075,8551910,NOAA,2019-07-11,14:54:00,8551910-2019-168
2019-07-12 15:54:00-04:00,3.77,8551910,NOAA,2019-07-12,15:54:00,8551910-2019-169
2019-07-13 16:54:00-04:00,3.894,8551910,NOAA,2019-07-13,16:54:00,8551910-2019-170
2019-07-14 17:36:00-04:00,3.737,8551910,NOAA,2019-07-14,17:36:00,8551910-2019-171
2019-07-15 18:30:00-04:00,3.839,8551910,NOAA,2019-07-15,18:30:00,8551910-2019-172
2019-07-16 19:06:00-04:00,3.894,8551910,NOAA,2019-07-16,19:06:00,8551910-2019-173
2019-07-17 19:36:00-04:00,3.773,8551910,NOAA,2019-07-17,19:36:00,8551910-2019-174
2019-07-18 08:12:00-04:00,2.913,8551910,NOAA,2019-07-18,08:12:00,8551910-2019-175
2019-07-18 20:30:00-04:00,3.704,8551910,NOAA,2019-07-18,20:30:00,8551910-2019-176
2019-07-19 21:00:00-04:00,3.629,8551910,NOAA,2019-07-19,21:00:00,8551910-2019-177
2019-07-20 21:42:00-04:00,3.504,8551910,NOAA,2019-07-20,21:42:00,8551910-2019-178
2019-07-21 22:24:00-04:00,3.422,8551910,NOAA,2019-07-21,22:24:00,8551910-2019-179
2019-07-22 23:00:00-04:00,3.369,8551910,NOAA,2019-07-22,23:00:00,8551910-2019-180
2019-07-24 12:12:00-04:00,3.563,8551910,NOAA,2019-07-24,12:12:00,8551910-2019-181
2019-07-25 13:00:00-04:00,3.36,8551910,NOAA,2019-07-25,13:00:00,8551910-2019-182
2019-07-26 13:48:00-04:00,3.196,8551910,NOAA,2019-07-26,13:48:00,8551910-2019-183
2019-07-27 15:00:00-04:00,3.589,8551910,NOAA,2019-07-27,15:00:00,8551910-2019-184
2019-07-28 15:48:00-04:00,3.612,8551910,NOAA,2019-07-28,15:48:00,8551910-2019-185
2019-07-29 16:48:00-04:00,3.816,8551910,NOAA,2019-07-29,16:48:00,8551910-2019-186
2019-07-30 17:42:00-04:00,4.124,8551910,NOAA,2019-07-30,17:42:00,8551910-2019-187
2019-07-31 18:48:00-04:00,4.15,8551910,NOAA,2019-07-31,18:48:00,8551910-2019-188
2019-08-01 19:36:00-04:00,4.275,8551910,NOAA,2019-08-01,19:36:00,8551910-2019-189
2019-08-02 07:54:00-04:00,3.484,8551910,NOAA,2019-08-02,07:54:00,8551910-2019-190
2019-08-02 20:30:00-04:00,4.222,8551910,NOAA,2019-08-02,20:30:00,8551910-2019-191
2019-08-03 21:18:00-04:00,4.236,8551910,NOAA,2019-08-03,21:18:00,8551910-2019-192
2019-08-04 22:06:00-04:00,3.94,8551910,NOAA,2019-08-04,22:06:00,8551910-2019-193
2019-08-05 22:54:00-04:00,3.871,8551910,NOAA,2019-08-05,22:54:00,8551910-2019-194
2019-08-07 12:36:00-04:00,4.009,8551910,NOAA,2019-08-07,12:36:00,8551910-2019-195
2019-08-08 13:36:00-04:00,3.743,8551910,NOAA,2019-08-08,13:36:00,8551910-2019-196
2019-08-09 14:30:00-04:00,3.799,8551910,NOAA,2019-08-09,14:30:00,8551910-2019-197
2019-08-10 15:36:00-04:00,3.481,8551910,NOAA,2019-08-10,15:36:00,8551910-2019-198
2019-08-11 16:30:00-04:00,3.533,8551910,NOAA,2019-08-11,16:30:00,8551910-2019-199
2019-08-12 17:18:00-04:00,3.74,8551910,NOAA,2019-08-12,17:18:00,8551910-2019-200
2019-08-13 18:06:00-04:00,3.501,8551910,NOAA,2019-08-13,18:06:00,8551910-2019-201
2019-08-14 19:00:00-04:00,3.704,8551910,NOAA,2019-08-14,19:00:00,8551910-2019-202
2019-08-15 19:30:00-04:00,4.117,8551910,NOAA,2019-08-15,19:30:00,8551910-2019-203
2019-08-16 07:42:00-04:00,3.353,8551910,NOAA,2019-08-16,07:42:00,8551910-2019-204
2019-08-16 20:00:00-04:00,3.94,8551910,NOAA,2019-08-16,20:00:00,8551910-2019-205
2019-08-17 20:36:00-04:00,3.737,8551910,NOAA,2019-08-17,20:36:00,8551910-2019-206
2019-08-18 21:06:00-04:00,3.556,8551910,NOAA,2019-08-18,21:06:00,8551910-2019-207
2019-08-19 21:42:00-04:00,3.228,8551910,NOAA,2019-08-19,21:42:00,8551910-2019-208
2019-08-21 10:42:00-04:00,3.245,8551910,NOAA,2019-08-21,10:42:00,8551910-2019-209
2019-08-22 11:36:00-04:00,3.084,8551910,NOAA,2019-08-22,11:36:00,8551910-2019-210
2019-08-23 12:30:00-04:00,2.976,8551910,NOAA,2019-08-23,12:30:00,8551910-2019-211
2019-08-24 13:24:00-04:00,3.583,8551910,NOAA,2019-08-24,13:24:00,8551910-2019-212
2019-08-25 14:36:00-04:00,4.154,8551910,NOAA,2019-08-25,14:36:00,8551910-2019-213
2019-08-26 15:24:00-04:00,4.373,8551910,NOAA,2019-08-26,15:24:00,8551910-2019-214
2019-08-27 16:24:00-04:00,4.295,8551910,NOAA,2019-08-27,16:24:00,8551910-2019-215
2019-08-28 17:18:00-04:00,4.16,8551910,NOAA,2019-08-28,17:18:00,8551910-2019-216
2019-08-29 18:24:00-04:00,4.091,8551910,NOAA,2019-08-29,18:24:00,8551910-2019-217
2019-08-30 19:12:00-04:00,4.075,8551910,NOAA,2019-08-30,19:12:00,8551910-2019-218
2019-08-31 07:42:00-04:00,3.294,8551910,NOAA,2019-08-31,07:42:00,8551910-2019-219
2019-08-31 20:12:00-04:00,3.93,8551910,NOAA,2019-08-31,20:12:00,8551910-2019-220
2019-09-01 20:54:00-04:00,4.16,8551910,NOAA,2019-09-01,20:54:00,8551910-2019-221
2019-09-03 10:24:00-04:00,3.74,8551910,NOAA,2019-09-03,10:24:00,8551910-2019-222
2019-09-04 11:06:00-04:00,3.852,8551910,NOAA,2019-09-04,11:06:00,8551910-2019-223
2019-09-05 12:06:00-04:00,3.501,8551910,NOAA,2019-09-05,12:06:00,8551910-2019-224
2019-09-06 13:12:00-04:00,3.205,8551910,NOAA,2019-09-06,13:12:00,8551910-2019-225
2019-09-07 14:06:00-04:00,4.088,8551910,NOAA,2019-09-07,14:06:00,8551910-2019-226
2019-09-08 14:54:00-04:00,3.491,8551910,NOAA,2019-09-08,14:54:00,8551910-2019-227
2019-09-09 16:18:00-04:00,3.507,8551910,NOAA,2019-09-09,16:18:00,8551910-2019-228
2019-09-10 17:06:00-04:00,3.671,8551910,NOAA,2019-09-10,17:06:00,8551910-2019-229
2019-09-11 17:36:00-04:00,3.396,8551910,NOAA,2019-09-11,17:36:00,8551910-2019-230
2019-09-12 18:42:00-04:00,3.622,8551910,NOAA,2019-09-12,18:42:00,8551910-2019-231
2019-09-13 18:54:00-04:00,4.134,8551910,NOAA,2019-09-13,18:54:00,8551910-2019-232
2019-09-14 19:24:00-04:00,3.57,8551910,NOAA,2019-09-14,19:24:00,8551910-2019-233
2019-09-15 07:42:00-04:00,2.979,8551910,NOAA,2019-09-15,07:42:00,8551910-2019-234
2019-09-15 20:00:00-04:00,3.307,8551910,NOAA,2019-09-15,20:00:00,8551910-2019-235
2019-09-17 08:48:00-04:00,3.517,8551910,NOAA,2019-09-17,08:48:00,8551910-2019-236
2019-09-18 09:36:00-04:00,3.773,8551910,NOAA,2019-09-18,09:36:00,8551910-2019-237
2019-09-18 21:54:00-04:00,3.852,8551910,NOAA,2019-09-18,21:54:00,8551910-2019-238
2019-09-20 10:54:00-04:00,3.369,8551910,NOAA,2019-09-20,10:54:00,8551910-2019-239
2019-09-21 11:48:00-04:00,3.202,8551910,NOAA,2019-09-21,11:48:00,8551910-2019-240
2019-09-22 12:42:00-04:00,3.471,8551910,NOAA,2019-09-22,12:42:00,8551910-2019-241
2019-09-23 13:54:00-04:00,3.36,8551910,NOAA,2019-09-23,13:54:00,8551910-2019-242
2019-09-24 15:18:00-04:00,3.278,8551910,NOAA,2019-09-24,15:18:00,8551910-2019-243
2019-09-25 16:06:00-04:00,4.157,8551910,NOAA,2019-09-25,16:06:00,8551910-2019-244
2019-09-26 16:54:00-04:00,3.947,8551910,NOAA,2019-09-26,16:54:00,8551910-2019-245
2019-09-27 18:00:00-04:00,4.262,8551910,NOAA,2019-09-27,18:00:00,8551910-2019-246
2019-09-28 18:48:00-04:00,4.006,8551910,NOAA,2019-09-28,18:48:00,8551910-2019-247
2019-09-29 19:48:00-04:00,4.042,8551910,NOAA,2019-09-29,19:48:00,8551910-2019-248
2019-09-30 08:18:00-04:00,4.252,8551910,NOAA,2019-09-30,08:18:00,8551910-2019-249
2019-10-01 09:00:00-04:00,4.213,8551910,NOAA,2019-10-01,09:00:00,8551910-2019-250
2019-10-02 09:54:00-04:00,3.74,8551910,NOAA,2019-10-02,09:54:00,8551910-2019-251
2019-10-03 10:54:00-04:00,4.482,8551910,NOAA,2019-10-03,10:54:00,8551910-2019-252
2019-10-03 22:54:00-04:00,3.583,8551910,NOAA,2019-10-03,22:54:00,8551910-2019-253
2019-10-05 12:36:00-04:00,3.73,8551910,NOAA,2019-10-05,12:36:00,8551910-2019-254
2019-10-06 13:24:00-04:00,3.547,8551910,NOAA,2019-10-06,13:24:00,8551910-2019-255
2019-10-07 14:36:00-04:00,3.212,8551910,NOAA,2019-10-07,14:36:00,8551910-2019-256
2019-10-08 15:48:00-04:00,3.163,8551910,NOAA,2019-10-08,15:48:00,8551910-2019-257
2019-10-09 16:42:00-04:00,3.917,8551910,NOAA,2019-10-09,16:42:00,8551910-2019-258
2019-10-10 17:30:00-04:00,4.921,8551910,NOAA,2019-10-10,17:30:00,8551910-2019-259
2019-10-11 18:00:00-04:00,5.148,8551910,NOAA,2019-10-11,18:00:00,8551910-2019-260
2019-10-12 06:18:00-04:00,4.78,8551910,NOAA,2019-10-12,06:18:00,8551910-2019-261
2019-10-13 19:00:00-04:00,3.707,8551910,NOAA,2019-10-13,19:00:00,8551910-2019-262
2019-10-14 07:18:00-04:00,3.56,8551910,NOAA,2019-10-14,07:18:00,8551910-2019-263
2019-10-15 08:00:00-04:00,3.468,8551910,NOAA,2019-10-15,08:00:00,8551910-2019-264
2019-10-16 08:42:00-04:00,4.078,8551910,NOAA,2019-10-16,08:42:00,8551910-2019-265
2019-10-17 08:54:00-04:00,1.624,8551910,NOAA,2019-10-17,08:54:00,8551910-2019-266
2019-10-18 10:00:00-04:00,2.195,8551910,NOAA,2019-10-18,10:00:00,8551910-2019-267
